node_id,xcoord,ycoord,zcoord
237,434916.8,4431469.199999999,1410
238,433659.3,4424616.2,1546
239,432310.1,4426185.500000001,1496
240,432057.1,4426493.500000001,1488
241,433119.8,4424800.2,1537
242,433299.3,4425160.6,1521
243,434254.2,4424773.3,1555
244,432263.0,4426564.6,1488
245,436054.8,4431503.9,1417
246,432774.1,4425892.2,1504
247,422598.5,4422889.4,1385
248,434158.9,4424790.6,1550
249,423095.0,4422427.8,1390
250,422854.6,4422073.2,1399
251,434459.3,4425056.899999999,1549
252,433310.2,4425888.399999999,1502
253,433662.1,4425696.0,1500
254,432442.4,4426533.9,1488
255,434055.6,4425702.499999999,1500
256,433478.9,4424981.199999999,1528
257,433655.1,4425162.9,1521
258,434458.8,4424970.9,1555
259,433834.4,4424799.7,1540
260,432098.6,4425488.399999999,1509
261,433945.6,4424440.399999999,1561
262,432970.2,4424222.7,1549
263,432273.1,4426366.4,1492
264,434262.4,4425089.2,1541
265,434122.8,4424348.4,1572
266,435644.6,4432879.600000001,1404
267,432588.4,4425707.5,1508
268,435185.8,4432895.0,1404
269,433660.7,4425337.500000001,1513
270,426429.6,4432563.3,1379
271,426806.3,4427711.500000001,1381
272,433957.9,4424798.8,1544
273,435965.9,4429978.6,1425
274,431950.1,4426490.9,1487
275,426803.8,4426916.2,1385
276,433833.9,4424994.9,1533
277,435848.7,4432877.699999999,1404
278,422610.6,4422421.8,1392
279,422865.5,4423408.6,1382
280,434777.7,4432605.6,1404
281,433319.8,4426512.1,1487
282,434000.1,4431555.4,1407
283,434674.8,4424868.1,1577
284,435716.3,4431077.6,1417
285,432018.9,4426251.6,1491
286,434721.6,4424868.0,1581
287,432204.9,4426676.0,1484
288,432208.1,4426753.500000001,1482
289,429943.1,4423150.499999999,1559
290,432048.6,4424497.500000001,1532
291,430077.9,4422873.0,1555
292,430066.6,4422757.500000001,1556
293,432057.0,4426577.0,1486
294,430136.8,4422642.7,1543
295,429780.3,4422850.7,1564
296,429615.02,4427730.68,1435
297,427217.6,4424896.6,1387
298,432308.3,4426831.4,1480
299,432210.9,4426832.6,1479
300,427215.1,4428519.100000001,1378
301,429605.28,4427326.28,1442
302,430023.3,4427329.0,1458
303,428507.6,4426113.100000001,1420
304,434769.3,4424771.3,1592
305,434821.7,4424598.1,1609
306,434768.8,4424676.8,1599
307,434774.7,4424586.9,1605
308,430017.9,4423768.1,1537
309,433313.9,4426065.3,1497
310,429828.1,4422842.499999999,1564
311,435609.1,4431365.1,1415
312,434798.2,4425973.3,1512
313,435663.1,4431513.4,1413
314,434763.7,4425745.6,1530
315,433945.1,4424358.7,1565
316,432777.1,4426074.2,1499
317,432777.9,4426164.6,1497
318,432779.1,4426253.6,1495
319,434456.8,4430981.0,1410
320,430078.9,4423006.4,1553
321,434124.3,4424135.500000001,1586
322,434439.2,4424136.899999999,1601
323,434123.2,4424237.3,1579
324,434408.8,4424346.1,1585
325,434421.2,4424247.100000001,1593
326,432780.0,4426409.500000001,1491
327,436054.8,4431338.7,1418
328,432975.4,4423786.9,1561
329,431995.0,4426365.199999999,1489
330,433379.8,4423747.8,1571
331,433218.7,4423814.7,1563
332,433377.8,4423860.0,1568
333,433456.8,4423860.1,1570
334,433033.9,4423936.499999999,1558
335,433199.1,4423972.2,1561
336,433194.4,4424010.9,1560
337,433207.8,4423897.699999999,1562
338,433252.6,4423740.899999999,1567
339,433080.1,4423848.499999999,1561
340,427730.3,4430925.4,1374
341,435869.80999999994,4433431.32,1399
342,435277.2,4433434.6,1400
343,434867.9,4424787.100000001,1601
344,432255.1,4425905.3,1502
345,429745.9,4423096.2,1560
346,429989.8,4423122.4,1557
347,436085.7,4430585.23,1424
348,436088.86,4430847.649999999,1422
349,435933.96,4430933.05,1420
350,435804.86,4430923.57,1418
351,435947.1100000001,4430803.14,1420
352,428694.6,4429336.7,1388
353,428816.72,4426113.249999999,1428
354,429981.7699999999,4424309.06,1523
355,429835.58,4424384.78,1537
356,429745.68999999994,4423831.329999999,1554
357,429752.66,4423910.45,1555
358,429918.2099999999,4423889.94,1531
359,429874.43000000005,4423795.51,1537
360,429925.9100000001,4423951.920000001,1527
361,430348.24999999994,4424481.72,1507
362,430156.58,4424219.4,1516
363,430239.44,4424380.97,1512
364,430199.9900000001,4424304.05,1515
365,430370.52,4424326.430000001,1513
366,430360.04999999993,4424243.910000001,1513
367,430175.19000000006,4424413.87,1509
368,430277.5900000001,4424266.2700000005,1516
369,430146.1500000001,4424146.25,1523
370,430124.06,4424437.61,1509
371,430041.3,4424275.340000001,1516
372,432859.7100000001,4427408.65,1471
373,432861.1,4427591.500000001,1467
374,432318.43000000005,4427092.4,1476
375,432763.4,4424395.56,1544
376,432689.7299999999,4424333.409999999,1544
377,432699.62,4424369.859999999,1543
378,432590.0899999999,4424330.339999999,1543
379,433358.36999999994,4424298.03,1555
380,433361.12,4424325.07,1554
381,433442.8899999999,4424269.48,1557
382,433221.68,4424247.28,1555
383,432935.3,4424403.8,1547
384,433180.3500000001,4424416.17,1551
385,433596.98,4424238.11,1561
386,434950.07000000007,4424827.25,1609
387,434730.2099999999,4425025.340000001,1573
388,434729.56999999995,4425110.57,1566
389,434867.3900000001,4425055.03,1582
390,434839.7,4425130.819999999,1572
391,434729.68,4424950.630000001,1577
392,434901.14,4424991.88,1590
393,434965.64,4424944.3,1599
394,434662.14,4425475.919999999,1548
395,430061.1,4423232.499999999,1552
396,431856.7900000001,4424714.71,1525
397,432536.3,4426726.000000001,1485
398,432459.1,4426627.0,1487
399,434220.44,4425332.69,1523
400,434125.1,4425331.9,1516
401,430068.6,4424329.0,1515
402,429955.3,4423541.6,1550
403,432571.9,4424588.1,1535
404,432758.8,4424490.43,1540
405,432594.3500000001,4424487.09,1538
406,434833.2,4425673.5200000005,1538
407,432213.1,4426933.699999999,1476
408,428304.6700000001,4427722.36,1406
409,427434.74,4425115.9399999995,1398
410,436022.51000000007,4432875.68,1404
411,435790.6099999999,4430995.100000001,1418
412,435971.4,4431170.4,1418
413,435617.8,4431070.6,1416
414,435934.24999999994,4430583.84,1421
415,432686.78,4427383.56,1471
416,432704.26,4427348.339999999,1472
417,435609.9,4431278.78,1415
418,435635.66,4431412.02,1415
419,428011.28,4426113.99,1409
420,426863.4893180001,4422802.65265,1391
421,426862.084447,4422856.538480001,1391
422,426865.547704,4422881.15357,1390
423,426854.973356,4423075.24211,1391
424,427030.4,4424120.6,1389
425,430238.4099999999,4422512.499999999,1532
426,429297.9,4426123.100000001,1448
427,429844.0,4422717.500000001,1564
428,429914.1,4422768.399999999,1563
429,429831.5,4422777.999999999,1565
430,434467.8,4424581.9,1577
431,434467.6,4424632.2,1575
432,434512.68,4425383.89,1535
433,434590.7900000001,4425383.32,1541
434,434591.3500000001,4425458.36,1541
435,432459.07000000007,4426627.0,1487
436,432294.31000000006,4426627.9399999995,1486
437,432454.74,4426725.260000001,1484
438,432294.86,4426727.8,1484
439,430022.07000000007,4426283.590000001,1472
440,435590.3,4427256.499999999,1468
441,432210.9,4427204.5,1473
442,433612.4,4431559.4,1409
443,429990.56,4428259.760000001,1438
444,422507.18,4422883.4,1385
445,429018.16,4426114.380000001,1437
446,432158.8499999999,4425384.670000001,1512
447,433075.1500000001,4424769.97,1537
448,433193.12999999995,4424781.8,1538
449,433165.58,4424628.49,1542
450,433164.2899999999,4424781.97,1538
451,433195.48999999993,4424629.209999999,1542
452,433223.19000000006,4424629.82,1542
453,433118.42,4424780.47,1537
454,433133.5900000001,4424629.180000001,1541
455,433218.0300000001,4424783.16,1538
456,433131.98,4424780.61,1537
457,428029.6,4431312.399999999,1384
458,435609.3,4433417.6,1399
459,435970.5299999999,4430997.52,1420
460,423542.9,4421654.7,1397
461,429998.6,4422664.0,1560
462,429860.3,4422915.2,1562
463,429906.4,4422980.4,1560
464,430058.1,4423058.2,1553
465,430134.4,4423123.6,1545
466,429831.0,4423192.499999999,1563
467,429807.5,4423048.0,1562
468,430021.06,4426453.08,1463
469,429646.1,4426292.1,1457
470,433660.4,4425247.600000001,1517
471,432623.9,4426686.8,1486
472,432411.4,4425172.4,1520
473,432763.4,4426770.800000001,1484
474,434619.8,4426164.300000001,1491
475,422930.34,4421661.13,1408
476,422854.1,4421665.05,1408
477,422820.5299999999,4421662.24,1409
478,435279.2,4430987.100000001,1414
479,435628.4700000001,4430996.080000001,1416
480,435282.2,4430880.6,1414
481,430672.27274,4421409.83317,1557
482,431067.3,4422752.0,1522
483,432066.5,4423675.6,1546
484,419795.95000000007,4418004.1,1419
485,422490.1,4422067.8,1402
486,422614.5,4422070.1,1401
487,423088.4099999999,4422072.819999999,1394
488,429623.12,4428537.81,1418
489,429623.9100000001,4429345.85,1407
490,428852.6,4430139.0,1386
491,429627.9100000001,4430048.64,1414
492,429556.7100000001,4430147.01,1412
493,428028.0099999999,4430927.85,1377
494,427629.06,4431750.76,1401
495,428028.84,4431507.340000001,1396
496,427241.1,4431758.899999999,1383
497,426828.96,4432555.89,1401
498,427242.5,4432137.85,1403
499,426442.3,4433281.4,1403
500,434471.3500000001,4428555.74,1434
501,434387.2,4432604.0,1398
502,435188.9,4432875.4,1404
503,432280.9,4425355.3,1514
504,435942.1,4431508.5,1416
505,432727.5500000001,4427204.8,1475
506,432267.64,4426138.15,1497
507,433417.6099999999,4423648.64,1575
508,433457.3,4423747.9,1574
509,429637.04,4424384.34,1558
510,429861.58,4424442.67,1532
511,429751.8,4424412.79,1543
512,433459.86,4423661.43,1577
513,433661.9,4425516.239999999,1507
514,433863.56999999995,4425528.220000001,1506
515,433461.22,4424330.45,1554
516,432669.46,4424416.95,1542
517,432821.74,4424304.399999999,1547
518,434474.6,4427742.7,1447
519,434472.8,4427627.6,1450
520,430174.0899999999,4423248.64,1538
521,430069.56,4424166.84,1518
522,432781.07000000007,4424304.48,1547
523,428729.4700000001,4425963.21,1430
524,428838.6,4426913.500000001,1424
525,434968.9900000001,4430985.12,1412
526,433668.72,4427591.11,1463
527,433667.7,4427748.2,1458
528,434874.7,4432332.8,1406
529,434910.04,4431814.21,1408
530,423333.3,4422076.8,1391
531,430037.44,4426730.819999999,1465
532,432881.6,4426801.3,1483
533,435679.2,4427477.699999999,1457
534,427345.51000000007,4424992.98,1391
535,431244.6,4426149.1,1488
536,430863.7299999999,4426416.089999999,1475
537,430343.3,4421617.500000001,1537
538,428016.87000000005,4425520.77,1421
539,433670.3,4427335.500000001,1468
540,435967.2099999999,4430094.39,1427
541,432839.2700000001,4432197.05,1408
542,433658.12,4432277.29,1403
543,435207.8,4433418.7,1400
544,434875.7,4430117.46,1415
545,428335.48,4428526.11,1394
546,435516.80999999994,4430877.64,1416
547,435618.1,4430876.4,1417
548,433151.6,4423694.2,1566
549,433201.9100000001,4423594.419999999,1570
550,434686.14,4425110.8,1564
551,434827.12,4425179.84,1569
552,427950.0,4425487.600000001,1421
553,432972.46,4426766.83,1483
554,432863.5900000001,4427079.79,1478
555,432886.16,4427008.33,1479
556,432189.7699999999,4423937.76,1546
557,432059.95000000007,4423987.16,1543
558,430168.8499999999,4424510.83,1507
559,430124.68999999994,4424541.07,1510
560,430225.22,4424560.390000001,1503
561,435933.4,4430532.17,1421
562,432122.5500000001,4431372.510000001,1454
563,436091.31000000006,4431338.72,1418
564,435793.7,4430801.65,1419
565,435982.36999999994,4430683.420000001,1421
566,436005.02,4430844.93,1421
567,435702.92,4427497.369999999,1456
568,432753.6700000001,4426884.65,1481
569,432709.4499999999,4426860.94,1482
570,432625.0,4426764.4,1484
571,432676.02,4426961.65,1480
572,432841.9,4426993.61,1479
573,432550.44,4426986.81,1479
574,432856.48,4426914.790000001,1481
575,433671.7,4426204.5,1488
576,433492.43000000005,4426062.78,1495
577,419738.7699999999,4419629.29,1419
578,418337.3,4422049.72,1432
579,418373.82,4419606.819999999,1415
580,434469.75000000006,4428303.03,1440
581,430016.7900000001,4423950.540000001,1526
582,431053.1,4422136.8,1543
583,435277.9,4434253.4,1390
584,435319.8,4434253.4,1390
585,422508.9,4422766.8,1385
586,420247.80999999994,4418013.36,1422
587,419943.1500000001,4418007.76,1420
588,419942.7,4418081.87,1419
589,419795.6,4418811.3,1415
590,419795.92,4418080.34,1418
591,429890.6700000001,4424574.73,1524
592,429818.3900000001,4424612.61,1527
593,429785.8,4424480.43,1536
594,432050.80999999994,4424142.04,1540
595,423063.5,4425321.4,1379
596,431934.9,4427160.8,1473
597,418330.8,4422865.999999999,1432
598,432031.1,4433412.1,1412
599,421679.0,4425336.899999999,1382
600,423983.1,4419799.600000001,1450
601,433678.2,4424180.300000001,1564
602,424777.9,4423311.7,1378
603,434402.8,4435357.3,1378
604,432020.0,4434222.2,1402
605,431559.8,4422502.899999999,1540
606,432375.5,4433252.7,1404
607,418779.3,4423273.100000001,1421
608,423983.3,4420424.499999999,1446
609,432106.1,4427201.8,1472
610,434767.6,4429365.9,1422
611,432337.6,4433252.899999999,1405
612,426802.1,4423982.6,1386
613,424622.5,4419254.899999999,1463
614,430490.8,4424497.0,1506
615,431756.4,4434222.899999999,1421
616,418306.3,4424237.8,1422
617,436108.3,4427836.5,1448
618,432338.5,4432601.3,1419
619,435542.3,4428865.9,1428
620,435217.4,4428854.7,1428
621,430804.6,4421395.699999999,1566
622,431175.9992449999,4421878.53504,1557
623,426800.38,4424478.620000001,1378
624,418311.1,4423974.8,1425
625,431949.9699999999,4426743.51,1481
626,434404.8,4435874.9,1376
627,422499.5,4425334.8,1380
628,415667.8,4417981.6,1457
629,433193.6,4430421.199999999,1421
630,422490.0,4424929.699999999,1382
631,436115.6,4427976.2,1447
632,434406.8,4436683.9,1374
633,434881.1,4428871.4,1427
634,426799.9,4421641.500000001,1394
635,432335.8,4430774.000000001,1437
636,418323.0,4423273.4,1431
637,425584.6,4421644.300000001,1384
638,434877.44,4429607.93,1420
639,433589.7,4430494.000000001,1419
640,434402.8,4433461.0,1391
641,426007.9,4423725.9,1380
642,421677.1,4424928.7,1384
643,431993.4,4435892.5,1394
644,433360.6,4427744.399999999,1461
645,435986.3,4427736.7,1446
646,419168.0,4422869.699999999,1414
647,432339.4,4432758.8,1415
648,431418.5,4422365.8,1545
649,435559.3,4429365.9,1422
650,433181.3,4427537.9,1467
651,427317.8,4424891.3,1389
652,433516.7,4430347.2,1421
653,431731.5,4435893.4,1409
654,418265.5,4434260.5,1412
655,434855.1,4421981.9,1812
656,417658.1,4422862.2,1452
657,432213.07000000007,4427723.4,1461
658,432214.8,4427616.1,1463
659,430236.5,4421895.3,1534
660,433680.1,4423682.300000001,1590
661,433717.9,4423688.6,1591
662,434466.3,4423397.699999999,1664
663,430254.1699999999,4422539.07,1532
664,430854.3,4424498.2,1510
665,434860.487833,4425686.661649999,1538
666,434915.19399,4425712.58694,1544
667,434930.1022529999,4425725.000930001,1546
668,434957.5537449999,4425741.882629999,1550
669,434978.59822200006,4425750.77374,1552
670,435037.83334,4425774.57011,1556
671,431392.12,4433411.550000001,1460
672,426910.9,4422396.8,1385
673,418313.04999999993,4423754.48,1428
674,418085.48999999993,4423858.86,1432
675,417934.56999999995,4423856.11,1436
676,418313.5,4423862.6,1426
677,432841.66,4430776.79,1420
678,432840.9699999999,4430468.510000001,1425
679,432707.3500000001,4430176.249999999,1429
680,432207.08,4430183.119999999,1451
681,431132.5,4428581.48,1461
682,431242.9900000001,4428558.39,1459
683,431466.95000000007,4427471.47,1462
684,416707.9,4422856.2,1479
685,421672.1,4422887.9,1388
686,430576.9900000001,4426421.42,1470
687,432338.5,4433411.4,1403
688,423007.6700000001,4418636.27,1430
689,423479.3,4420462.1,1443
690,423142.1,4421664.2,1405
691,418396.56999999995,4417981.61,1422
692,421121.7299999999,4417752.880000001,1461
693,421617.56,4418826.959999999,1452
694,421709.9,4419685.4,1451
695,422336.1699999999,4422065.33,1402
696,432845.7299999999,4429367.89,1436
697,433367.4,4429369.0,1432
698,432860.8300000001,4427751.14,1463
699,432855.54,4428556.0,1446
700,433660.6700000001,4429367.48,1430
701,433680.6,4429445.3,1429
702,433665.08,4428552.249999999,1441
703,434477.8,4428875.6,1429
704,435326.48999999993,4428548.33,1433
705,435675.8,4428547.2,1429
706,436071.52,4428479.53,1435
707,434999.18,4436682.85,1373
708,434974.68,4435870.72,1377
709,434966.4,4435707.8,1377
710,435315.2,4435065.59,1383
711,432219.68999999994,4430450.48,1454
712,431921.9,4425310.300000001,1511
713,431768.1,4436083.699999999,1403
714,420812.8899999999,4418814.6899999995,1444
715,431367.1,4422632.499999999,1529
716,431484.8,4422554.6,1535
717,418252.9699999999,4427697.85,1419
718,422341.3,4422885.9,1386
719,432014.86,4436687.16,1391
720,432841.28,4433408.550000001,1395
721,432841.43000000005,4433604.18,1394
722,433475.6,4433601.100000001,1391
723,432831.4,4436691.8,1378
724,432833.74,4435876.239999999,1380
725,434400.8,4434271.500000001,1386
726,432838.36,4434221.340000001,1389
727,432838.3299999999,4434227.03,1389
728,434603.8,4423267.0,1687
729,431950.6499999999,4427565.89,1463
730,433591.64,4430565.06,1418
731,432841.19000000006,4430986.24,1418
732,432842.38,4432601.61,1403
733,433655.76,4432602.620000001,1399
734,434158.78,4429479.649999999,1423
735,418261.7100000001,4436640.540000001,1404
736,417500.3500000001,4429102.19,1434
737,417095.86,4429111.36,1445
738,418226.28,4429090.08,1416
739,431231.24,4422711.02,1525
740,429682.3500000001,4424625.06,1535
741,429640.51000000007,4424548.300000001,1545
742,431642.9900000001,4429378.470000001,1456
743,431301.42,4428644.540000001,1456
744,431443.48,4428840.94,1456
745,432839.24,4431560.02,1413
746,434683.92,4425264.76,1552
747,430082.44,4424476.11,1515
748,432596.4499999999,4426925.13,1481
749,430854.1100000001,4427191.08,1500
750,429791.14,4424529.77,1533
751,435933.1,4430475.48,1421
752,421411.7900000001,4436615.57,1371
753,428882.1,4425922.800000001,1437
754,418240.8,4428421.22,1418
755,432164.36,4430238.649999999,1456
756,420415.2300000001,4419651.06,1440
757,433684.04,4425368.52,1512
758,421478.84,4436562.69,1371
759,432486.32,4426920.01,1480
760,422826.98,4421664.96,1409
761,434762.4700000001,4425257.859999999,1560
762,429791.12999999995,4424529.71,1533
763,435883.36,4430471.63,1421
764,435935.4099999999,4430725.49,1420
765,420463.86,4419771.44,1440
766,431697.6,4432602.2,1449
767,432084.1,4432599.7,1432
768,434844.285847,4425353.934,1572
769,434858.761623,4425337.97094,1572
770,434882.998038,4425285.0906299995,1580
771,434912.934778,4425229.793880001,1583
772,434929.187875,4425210.5337,1583
773,434933.149132,4425200.672439999,1584
774,434957.026422,4425138.805600001,1592
775,429681.9100000001,4424547.03,1541
776,434714.5900000001,4426632.579999999,1468
777,432856.3900000001,4426885.619999999,1481
778,432910.48999999993,4426880.5600000005,1481
779,432854.1100000001,4423685.260000001,1562
780,432858.28,4423371.33,1574
781,432741.4700000001,4423685.180000001,1561
782,432709.4700000001,4423499.5,1567
783,430175.18,4424726.85,1504
784,430168.7699999999,4424650.649999999,1505
785,430226.6700000001,4424726.579999999,1503
786,429996.1,4424727.69,1513
787,429997.04999999993,4424727.289999999,1513
788,429889.3,4424575.48,1525
789,429998.22,4424648.48,1515
790,431972.9,4425854.32,1499
791,435878.2,4427984.739999999,1443
792,422380.4,4428867.699999999,1372
793,428306.68999999994,4428189.859999999,1398
794,426174.0,4433804.0,1407
795,430298.6,4428548.6,1443
796,430334.8,4429354.800000001,1438
797,430568.72,4428640.94,1451
798,430651.2300000001,4428539.0200000005,1459
799,432390.98,4436690.800000001,1382
800,428021.7299999999,4429731.6,1377
801,428939.02,4429337.9,1391
802,435846.72,4430532.7,1420
803,435844.9,4430649.59,1420
804,435792.48,4430653.27,1419
805,435847.18,4430580.540000001,1420
806,435793.0,4430729.39,1419
807,436057.0,4430444.6,1425
808,434791.4700000001,4430972.63,1411
809,434790.92,4430826.529999999,1412
810,434791.34,4430936.8,1411
811,434873.72,4430826.0600000005,1412
